id,name,type,categories,road_address,address,phone,lat,lng,distance_m,business_status,business_status_detail,review_count,place_review_count,menu_exists,menu_info,thumbnail_url,homepage,naver_map_url,mobile_place_url,source_queries
1220314397,디저트39 익산 원광대점,cafe,"카페,디저트 > 카페",전북특별자치도 익산시 무왕로 884 1층,전북특별자치도 익산시 신동 762-9 1층,070-4797-4924,35.9640092,126.9566809,607,영업 중,새벽 02:00에 영업종료,44,179,True,"양즈깐루 컵빙수 7,800 | 우베 컵빙수 6,800 | 내가 진짜 우베라떼 I.V 5,500 | 우베라떼 I.V 4,500 | 치즈 프로마쥬 우베 코코넛 카페라떼 6,800 | 우베 말차 라떼 I.V 5,800 | 우베 딸기 라떼 I.V 5,800 | 우베 버블 프라페 I.V 6,400 | 수박 스무디 6,100 | 복숭아 히비스커스티 블랜딩 I.V 3,800 | 복숭아 스무디 4,800 | 벚꽃 블라썸 에이드 슈퍼size 5,800 | 로투스 비스코프 라떼 4,800 | 로투스 비스코프 프라페 5,800 | 아메리카노 (2샷) 2,900 | 바닐라라떼 4,800 | 돌체라떼 4,800 | 카라멜 마끼아또 4,800 | 카페모카 4,800 | 아인슈페너 5,400 | 아인슈페너 라떼 6,400 | 착한 콜드브루 1,900 | 돌체 콜드브루 4,800 | 바닐라크림 콜드브루 4,800 | 0칼로리 복숭아 아이스티 2,300 | 복숭아 아이스티 코코넛 젤리 2,800 | 딸기 라떼 4,800 | 딸기 요거트 라떼 5,800 | 리얼 생초코라떼 5,300 | 블루베리 라떼 4,500 | 프리미엄 로얄 밀크티 4,800 | 프리미엄 타로 라떼 5,800 | 17곡 영양 선식(프리미엄 미숫가루) 4,800 | 제주말차라떼 4,400 | 치즈 프로마쥬 제주말차라떼 4,800 | 흑임자 크림라떼(대용량) 4,800 | 초코 퐁 라떼 3,800 | 흑당 퐁 라떼 3,800 | 바나나우유 라떼 2,800 | 버블 흑당 밀크티(대용량) 5,200 | 0칼로리 청포도 캐모마일티 블랜딩 2,900 | 0칼로리 허니자몽블랙티 블랜딩 4,800 | 애사비 0칼로리 청사과 탄산수 4,800 | 0칼로리 샹그리아 4,800 | 자바칩 프라페 5,500 | 딸기 스무디 5,100 | 딸기 크림 프라페 5,900 | 딸기 요거트 스무디 6,400 | 망고 스무디 5,100 | 망고 요거트 스무디 6,400 | 청포도 스무디 5,100 | 플레인 요거트 스무디 6,400 | 정말 맛있는 자바칩 프로틴 쉐이크 7,800 | 정말 맛있는 프로틴 17곡 영양선식 5,800 | 정말 맛있는 프로틴 돌체라떼 6,800 | 정말 맛있는 흑임자 프로틴 쉐이크 7,800 | 정말 맛있는 프로틴 바나나 라떼 4,800 | 0칼로리 뱅쇼 4,800 | 히비스커스티 3,900 | 캐모마일티 3,900 | 블랙퍼스트티 3,900 | 유자티 3,900 | 내가 진짜 우베버터떡 SET 7,800 | 내가 진짜 버터떡 SET 7,500 | 내가 진짜 바질 버터떡 SET 7,800 | 우베 크로칸슈 5,300 | 커스타드 크로칸슈 4,900 | 크림치즈 크로칸슈 4,900 | 제주 말차 크로칸슈 5,800 | 내가 진짜 두쫀쿠 7,800 | 로투스 비스코프 두쫀쿠 5,800 | 오믈렛(커스터드/우유크림/녹차/초코) 1,000 | 오리지널 /녹차 도쿄롤 5,600 | 화이트 초코 도쿄롤 5,600 | 망고 도쿄롤 5,600 | 프렌치 쿠키 슈(순수 우유크림) 4,200 | 프렌치 쿠키 슈(밀크 크림치즈) 4,200 | 프렌치 쿠키 슈(완전 커스타드) 4,200 | 프렌치 쿠키 슈 (밀크쇼콜라) 4,200 | 도넛 (순수우유) 3,500 | 도넛 (바닐라) 3,500 | 도넛 (순수우유 팥) 3,500 | 미니 깨찰빵 (우유크림/커스터드) 3,200 | 프렌치 버터 소금식빵 4,800 | 모찌 소금식빵 5,800 | 말차크림 소금식빵 5,800 | 진짜 맛있는 찹쌀 핫도그 3,500 | 페스츄리 호두과자 (5개입) 5,800 | 더바삭 소금빵 3,800 | 아몬드 크루아상 4,500 | 소시지 크루아상 4,800 | 초코 크루아상 4,800 | 옥수수 중독빵 2,900 | 링고 파이 5,200 | 소프트 플레인 스콘 (딸기잼 포함) 4,300 | 소프트 얼그레이 스콘 (딸기잼 포함) 4,600 | 플레인 베이글 2,900 | 무화과 베이글 3,500 | 치즈 베이글 3,800 | 플레인 크림치즈(50g) 1,900 | 쿠키 1,900 | 프렌치 마카롱 2,800 | 이탈리안 오리지널 티라미수 9,800 | 쿠키앤크림 티라미수 10,500 | 인절미 오리지널 티라미수 10,500 | 저당 도쿄롤(s) 5,600 | 저당 크림치즈 크로칸슈 4,900 | 저당 티라미수 11,500 | 저당 바스크 치즈 케익 12,800 | 순수 우유 케익 6,500 | 당근 케익 6,800 | 레드 벨벳 케익 6,800 | 커스타드 슈크림(더블 크레이프) 7,500 | 내가 진짜 생초코 크레이프 7,500 | 티라미수 크레이프 7,500 | 쿠키앤크림 크레이프 7,500 | 완전 부드러운 오리지널 치즈 케익 6,800 | 정말 맛있는 순수 우유 고구마 케익 6,300 | 스페셜 월드 케익 변동가격(업주문의) | 추억의 학교 앞 떡볶이 3,900",https://ldb-phinf.pstatic.net/20260512_258/1778572515573LJ9w5_JPEG/%BF%EC%BA%A3_%B5%F0%C0%FA%C6%AE_2%C1%BE_A4_%B0%A1%B0%DD%28X%29_out11.jpg,,https://map.naver.com/p/entry/place/1220314397,https://m.place.naver.com/restaurant/1220314397/home,원광대학교 카페 | 원광대 카페
13133585,한솥도시락 익산원광대점,restaurant,"음식점 > 도시락,컵밥",전북특별자치도 익산시 무왕로 884,전북특별자치도 익산시 신동 762-9,063-851-8001,35.9640006,126.9567503,607,오늘 휴무,매주 일요일 휴무,19,312,True,"빅치킨마요 4,600 | 진달래 8,800 | 왕카레돈까스 덮밥 6,700 | 돈까스도련님 5,200 | 돈까스 카레 5,100 | 치킨제육 5,500 | 동백 6,700 | 새치 고기고기 7,800",https://ldb-phinf.pstatic.net/20250430_188/1745996348711AwNEN_JPEG/%B7%CE%B0%ED_1.jpg,http://www.hsd.co.kr,https://map.naver.com/p/entry/place/13133585,https://m.place.naver.com/restaurant/13133585/home,원광대학교 음식점 | 원광대 음식점 | 원광대 맛집
1674334882,스타벅스 익산원광대점,cafe,"카페,디저트 > 카페",전북특별자치도 익산시 무왕로 888 (신동),전북특별자치도 익산시 신동 762-17,1522-3232,35.963864,126.957091,620,영업 중,22:00에 영업종료,15,18,True,"카페 아메리카노 4,700 | 카페 라떼 5,200 | 스타벅스 돌체 라떼 6,100 | 카라멜 마키아또 6,100 | 카푸치노 5,200 | 카페 모카 5,700 | 화이트 초콜릿 모카 6,100 | 콜드 브루 5,100 | 자몽 허니 블랙 티 5,900 | 아이스 자몽 허니 블랙 티 5,900 | 망고 바나나 블렌디드 6,600 | 에스프레소 프라푸치노 5,700 | 자바 칩 프라푸치노 6,500",https://ldb-phinf.pstatic.net/20190828_93/1566953601239OT9MQ_PNG/xX7Wv642gXMoTI0DAv0hRymS.png,http://www.starbucks.co.kr/,https://map.naver.com/p/entry/place/1674334882,https://m.place.naver.com/restaurant/1674334882/home,원광대학교 음식점 | 원광대학교 카페 | 원광대 음식점 | 원광대 카페 | 원광대 맛집
38494234,쥬씨 익산원광대점,cafe,"카페,디저트 > 과일,주스전문점",전북특별자치도 익산시 무왕로 890,전북특별자치도 익산시 신동 762-18,0507-1412-6632,35.9638468,126.9573294,622,영업 중,새벽 00:00에 영업종료,27,473,True,"[패스오더전용] 100원 아메리카노 100 | 커피 1,000",https://ldb-phinf.pstatic.net/20190131_190/1548918263266siXHj_JPEG/etoh4bIEHBggDLlvOV-xfTU7.jpeg.jpg,https://100원커피이벤트-선착순주문하기.com,https://map.naver.com/p/entry/place/38494234,https://m.place.naver.com/restaurant/38494234/home,원광대학교 카페 | 원광대 카페
11825166,롯데리아 원광대점,restaurant,양식 > 햄버거,전북특별자치도 익산시 무왕로4길 1,전북특별자치도 익산시 신동 763-1,063-832-0498,35.963762,126.9575596,632,영업 중,새벽 02:00에 영업종료,22,1237,True,"더블 한우불고기 13,000~14,900 | 핫크리스피버거 6,200~8,300 | 리아 불고기 더블 7,600~9,600 | 데리버거 3,700~6,100 | 리아 새우 5,000~7,300 | 한우불고기버거 9,000~10,900 | 리아 불고기 5,000~7,300",https://ldb-phinf.pstatic.net/20240923_185/1727052511572Vxuh6_JPEG/1.jpg,https://www.lotteria.com/,https://map.naver.com/p/entry/place/11825166,https://m.place.naver.com/restaurant/11825166/home,원광대학교 음식점 | 원광대 음식점 | 원광대 맛집
11806991,뚜레쥬르 익산원광대점,cafe,"카페,디저트 > 베이커리",전북특별자치도 익산시 무왕로 892,전북특별자치도 익산시 신동 763-2,063-851-9900,35.9637327,126.957662,635,영업 중,23:30에 영업종료,8,685,True,"아메리카노 2,500 | 카페 라떼 3,000 | 카푸치노 3,000 | 카라멜 마끼아또 3,500 | 카페 모카 3,500 | 바닐라 라떼 3,500 | 망고 스무디 4,500 | 청포도 스무디 4,500 | 딸기 스무디 4,500 | 자몽 에이드 4,000 | 레몬 에이드 4,000 | 페퍼민트 티 3,000 | 애플캐모마일 4,300 | 캐모마일 티 3,000 | 잉글리쉬 블랙퍼스트 티 3,000 | 아이스애플코코캐모마일 4,500",https://ldb-phinf.pstatic.net/20250813_266/17550484266608gyBG_JPEG/%B6%D1%B7%B9%C1%EA%B8%A3_%B7%CE%B0%ED_%B3%D7%C0%CC%B9%F6.jpg,http://www.tlj.co.kr/,https://map.naver.com/p/entry/place/11806991,https://m.place.naver.com/restaurant/11806991/home,원광대학교 음식점 | 원광대학교 카페 | 원광대 음식점 | 원광대 카페 | 원광대 맛집
37160189,빽다방 원광대점,cafe,"카페,디저트 > 테이크아웃커피",전북특별자치도 익산시 무왕로4길 4 빽다방 원광대점,전북특별자치도 익산시 신동 762-19 빽다방 원광대점,063-852-5089,35.9637135,126.9573673,637,영업 중,21:50에 라스트오더,32,1807,True,"앗!메리카노(ICED) 2,000 | 원조커피(ICED) 2,500 | 카페모카(ICED) 3,500 | 바닐라라떼(ICED) 3,500 | 빽's라떼(ICED) 3,000 | 달달연유라떼(ICED) 2,500 | 카라멜마끼아또(ICED) 3,500 | 크리미모카라떼(ICED) 3,800 | 밀크티(ICED) 3,500 | 완전초코(ICED) 3,500 | 녹차라떼(ICED) 3,500 | 레몬티(ICED) 3,500 | 자몽티(ICED) 3,500 | 청포도플라워 3,500 | 아이스미초 2,500 | 달콤아이스티 2,000 | 깔라만시에이드 3,000 | 노말한소프트(초콜렛/카라멜) 2,000 | 빽엔나(ICED) 3,500 | 옥수크림 2,500 | 호두크런치 3,000 | 사라다빵 2,500 | 소세지빵 2,500 | 계란사라다빵 3,500 | 완전딸기바나나(소프트) 4,000 | 완전초코바나나(소프트) 4,000 | 녹차빽스치노(소프트) 4,000 | 원조빽스치노(소프트) 3,500 | 피스타치오빽스치노(소프트) 5,000 | 민트초코빽스치노(소프트) 4,000 | 쿠키크런치빽스치노(소프트) 4,000 | 완전초코빽스치노(소프트) 4,000",,,https://map.naver.com/p/entry/place/37160189,https://m.place.naver.com/restaurant/37160189/home,원광대학교 카페 | 원광대 카페
2035907064,컴포즈커피 익산원광대점,cafe,"카페,디저트 > 카페",전북특별자치도 익산시 무왕로 894,전북특별자치도 익산시 신동 763-3,0507-2085-0457,35.9636695,126.9578794,643,영업 중,22:00에 영업종료,4,19,True,"[패스오더전용] 100원 아메리카노 100 | 아메리카노 1,500",https://ldb-phinf.pstatic.net/20251105_275/17623274738486TqTq_JPEG/%B8%C5%C0%E5_%BF%DC%BA%CE_1.jpg,https://100원커피이벤트-선착순주문하기.com,https://map.naver.com/p/entry/place/2035907064,https://m.place.naver.com/restaurant/2035907064/home,원광대학교 음식점 | 원광대학교 카페 | 원광대 음식점 | 원광대 카페 | 원광대 맛집
1244744130,파리바게뜨 익산원광대점,cafe,"카페,디저트 > 베이커리",전북특별자치도 익산시 무왕로 896 (신동),전북특별자치도 익산시 신동 763-20,063-856-8207,35.9636427,126.9579714,647,,,0,36,True,,https://naverbooking-phinf.pstatic.net/20240104_67/1704329289984Vtr2D_PNG/image.png,,https://map.naver.com/p/entry/place/1244744130,https://m.place.naver.com/restaurant/1244744130/home,원광대학교 카페 | 원광대 카페
11489198,배스킨라빈스 원광대,cafe,"카페,디저트 > 아이스크림",전북특별자치도 익산시 무왕로 898,전북특별자치도 익산시 신동 763-5,063-857-1534,35.9635919,126.9581432,654,영업 중,23:00에 영업종료,14,478,True,"싱글레귤러 3,900 | 싱글킹 4,700 | 더블쥬니어 5,100 | 더블레귤러 7,300 | 파인트 9,800 | 쿼터 18,500 | 패밀리 26,000 | 하프갤론 31,500",https://ldb-phinf.pstatic.net/20250724_5/17533180775798X8cB_JPEG/%B3%D7%C0%CC%B9%F6_%B9%E8%BD%BA%C5%B2%B6%F3%BA%F3%BD%BA_%B7%CE%B0%ED.jpg,https://blog.naver.com/brgirl31/,https://map.naver.com/p/entry/place/11489198,https://m.place.naver.com/restaurant/11489198/home,원광대학교 음식점 | 원광대학교 카페 | 원광대 음식점 | 원광대 카페 | 원광대 맛집
1645361491,아이라이크,cafe,"음식점 > 카페,디저트",전북특별자치도 익산시 인북로 410 2층 아이라이크카페,전북특별자치도 익산시 신동 125 2층 아이라이크카페,0507-1337-6780,35.9645338,126.9640152,811,영업 중,22:00에 영업종료,43,341,True,"아메리카노(HOT/ICE) 4,500 | 팥빙수 14,000 | 수박주스 6,500 | 젤라또 6,000 | 바닐라라떼 5,500 | 카페모카 5,500 | 카페라떼 5,000 | 카라멜마끼아또 5,500 | 아포가토 6,000 | 아인슈페너(only ICE) 6,000 | 썸머라떼(only ICE) 6,000 | 미숫가루라떼 5,500 | 초코라떼 5,500 | 녹차라떼 5,500 | 딸기라떼(only ICE) 6,500 | 고구마라떼 6,500 | 조리퐁스무디 6,500 | 망고스무디 6,500 | 밀크쉐이크 6,500 | 요거트스무디(블루베리,피치,딸기) 6,500 | 루이보스 5,500 | 레몬그라스 5,500 | 얼그레이 5,500 | 카모마일 5,500 | 페퍼민트 5,500 | 국화차 5,500 | 매실차 5,500 | 자몽블랙티 5,500 | 아이스티(only ICE) 4,500 | 생강차(only HOT) 6,500 | 대추차(only HOT) 6,500 | 유자차(only HOT) 6,500",https://ldb-phinf.pstatic.net/20240829_227/1724899665882nXRaB_JPEG/KakaoTalk_20240822_145354978_04.jpg,https://www.instagram.com/ilike_cafe,https://map.naver.com/p/entry/place/1645361491,https://m.place.naver.com/restaurant/1645361491/home,원광대학교 카페 | 원광대 카페
2077989219,뽀빠이냉면,restaurant,한식 > 냉면,전북특별자치도 익산시 무왕로 924-1 1층,전북특별자치도 익산시 신동 765-13 1층,063-855-1785,35.9625909,126.9610383,831,영업 중,20:30에 라스트오더,2,144,True,"물냉면 11,000",https://ldb-phinf.pstatic.net/20260402_108/1775131780682HCht3_JPEG/IMG_2321.jpeg,,https://map.naver.com/p/entry/place/2077989219,https://m.place.naver.com/restaurant/2077989219/home,원광대학교 음식점 | 원광대 음식점 | 원광대 맛집
1259760517,한뚝수육국밥 원광대점,restaurant,한식 > 국밥,전북특별자치도 익산시 무왕로 928,전북특별자치도 익산시 신동 765-17,0507-1327-9891,35.9626592,126.9612563,832,오늘 휴무,매주 일요일 휴무,31,298,True,"수육국밥 8,000 | 순대국밥 8,000 | 토종순대(중) 10,000 | 수육정식 12,000 | 수육철판,순대철판 32,000",https://ldb-phinf.pstatic.net/20200828_219/1598601474627TKyR8_PNG/JBc4CdnDOH_MZWOko5Pn0GSV.png,,https://map.naver.com/p/entry/place/1259760517,https://m.place.naver.com/restaurant/1259760517/home,원광대학교 음식점 | 원광대 음식점 | 원광대 맛집
580822525,커피395,cafe,"음식점 > 카페,디저트",전북특별자치도 익산시 인북로 395 1층,전북특별자치도 익산시 신동 120-1 1층,063-852-7331,35.9632706,126.9626042,833,오늘 휴무,매주 일요일 휴무,19,53,True,"아메리카노 3,500 | 카페라떼 4,000 | 카푸치노 4,000 | 바닐라라떼 4,500 | 카페모카 4,500 | 에스프레소 3,000",https://ldb-phinf.pstatic.net/20230518_22/1684384568594VEonO_JPEG/IMG_4807.jpeg,,https://map.naver.com/p/entry/place/580822525,https://m.place.naver.com/restaurant/580822525/home,원광대학교 음식점 | 원광대학교 카페 | 원광대 음식점 | 원광대 카페 | 원광대 맛집
1029598477,카페 이리당,cafe,양식 > 샌드위치,전북특별자치도 익산시 무왕로 931,전북특별자치도 익산시 신동 120-15,0507-1334-1210,35.9628602,126.961886,838,영업 중,18:00에 영업종료,3940,2140,True,"[예약必]과일/떡/김밥/다과/샌드위치 변동가격(업주문의) | 단체음료주문 가능 변동가격(업주문의) | 햄치즈/에그/단호박/바질 샌드위치 변동가격(업주문의) | 치킨/핫닭/뚱'떡갈비/게살 샌드위치 변동가격(업주문의) | 버터 게살에그마요 (한컵/단체만가능) 변동가격(업주문의) | 햄치즈 토스트 (4등분/매장판매) 5,600 | 치킨 샌드위치 8,500 | 에그 샌드위치 7,300 | 단호박 샌드위치 7,300 | 햄치즈 샌드위치 7,000 | 게살 샌드위치 8,900 | 핫닭 샌드위치 8,500 | 바질 샌드위치 7,800 | 뚱'떡갈비 샌드위치 8,700 | 게살에그마요 (단체주문만가능) 변동가격(업주문의) | 돈까스 샌드위치 5,200 | 미니 떡갈비 샌드위치 5,200 | 하객 도시락 변동가격(업주문의) | 웨딩 도시락 변동가격(업주문의) | 특대 도시락 변동가격(업주문의) | 3종 도시락 변동가격(업주문의) | 샌드위치+과일 2칸 도시락 변동가격(업주문의) | 샌드위치+과일도시락 (소&대) 변동가격(업주문의) | 샌드위치+비스켓+음료 (인기) 변동가격(업주문의) | 샌드위치+다과+과일 변동가격(업주문의) | 샌드위치+다과+음료 변동가격(업주문의) | 김밥 도시락 변동가격(업주문의) | 떡 도시락 변동가격(업주문의) | 다과 도시락 변동가격(업주문의) | 닭강정 도시락 변동가격(업주문의) | 과일 도시락 변동가격(업주문의) | 컵과일 변동가격(업주문의) | 캔시머 음료/캔실링/레터링 변동가격(업주문의)",https://ldb-phinf.pstatic.net/20210629_78/1624893575882iVFDW_JPEG/27pt_B-eCZPBym2105STQAQx.jpg,https://blog.naver.com/14281210,https://map.naver.com/p/entry/place/1029598477,https://m.place.naver.com/restaurant/1029598477/home,원광대학교 음식점 | 원광대 음식점 | 원광대 맛집
